NRC,Clave,Materia,Secc,Dias,Hora,Profesor,Salón,ini ,fin ,Hora_ini,Hora_fin
37921,INQS 015,Quimica Analitica,OO1,J,0800-0959,NUNEZ - FLORES JOSE,1FIQ4/301,0800,0959,08:00,09:59
38340,IAMS 804,Recursos Humanos,OO1,M,1200-1359,VARELA - CHILCHOA MARIA ELISABET,1FIQ2/201,1200,1359,12:00,13:59
38340,IAMS 804,Recursos Humanos,OO1,L,1200-1259,VARELA - CHILCHOA MARIA ELISABET,1FIQ2/204,1200,1259,12:00,12:59
38340,IAMS 804,Recursos Humanos,OO1,A,1200-1259,VARELA - CHILCHOA MARIA ELISABET,1FIQ2/204,1200,1259,12:00,12:59
38340,IAMS 804,Recursos Humanos,OO1,V,1200-1259,VARELA - CHILCHOA MARIA ELISABET,1FIQ2/204,1200,1259,12:00,12:59
38342,IAMS 262,Residuos Solidos y Peligrosos,OO1,L,0800-0859,ARRIOLA - MORALES JANETTE,1FIQ2/203,0800,0859,08:00,08:59
38342,IAMS 262,Residuos Solidos y Peligrosos,OO1,M,0800-0859,ARRIOLA - MORALES JANETTE,1FIQ2/203,0800,0859,08:00,08:59
38342,IAMS 262,Residuos Solidos y Peligrosos,OO1,J,0800-0859,ARRIOLA - MORALES JANETTE,1FIQ2/203,0800,0859,08:00,08:59
38342,IAMS 262,Residuos Solidos y Peligrosos,OO1,V,0800-0859,ARRIOLA - MORALES JANETTE,1FIQ2/203,0800,0859,08:00,08:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,L,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,1700,1759,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,A,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,1700,1759,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,M,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,1700,1759,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,J,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,1700,1759,17:00,17:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,A,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,1500,1559,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,M,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,1500,1559,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,J,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,1500,1559,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,V,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,1500,1559,15:00,15:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,A,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,1900,1959,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,M,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,1900,1959,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,J,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,1900,1959,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,V,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,1900,1959,19:00,19:59
38346,IAMS 251,Sist.de Informacion Geografica,OO1,L,1600-1659,FLORES - CESAREO JULIO CESAR,1FIQ4/202,1600,1659,16:00,16:59
38346,IAMS 251,Sist.de Informacion Geografica,OO1,A,1600-1659,FLORES - CESAREO JULIO CESAR,1FIQ4/202,1600,1659,16:00,16:59
38346,IAMS 251,Sist.de Informacion Geografica,OO1,M,1600-1659,FLORES - CESAREO JULIO CESAR,1FIQ4/202,1600,1659,16:00,16:59
38346,IAMS 251,Sist.de Informacion Geografica,OO1,J,1600-1659,FLORES - CESAREO JULIO CESAR,1FIQ4/202,1600,1659,16:00,16:59
38347,IAMS 251,Sist.de Informacion Geografica,OO2,A,1200-1259,CASTILLO - MORALES MARIBEL,1FIQ5/302,1200,1259,12:00,12:59
38347,IAMS 251,Sist.de Informacion Geografica,OO2,M,1200-1259,CASTILLO - MORALES MARIBEL,1FIQ5/302,1200,1259,12:00,12:59
38347,IAMS 251,Sist.de Informacion Geografica,OO2,J,1200-1259,CASTILLO - MORALES MARIBEL,1FIQ5/302,1200,1259,12:00,12:59
38347,IAMS 251,Sist.de Informacion Geografica,OO2,V,1200-1259,CASTILLO - MORALES MARIBEL,1FIQ5/302,1200,1259,12:00,12:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,L,1100-1159,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1100,1159,11:00,11:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,M,1100-1159,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1100,1159,11:00,11:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,J,1100-1159,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1100,1159,11:00,11:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,L,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,1600,1659,16:00,16:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,A,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,1600,1659,16:00,16:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,J,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,1600,1659,16:00,16:59
38348,IAMS 259,T.C.y Ahorro de Energia con La,OO1,L,1300-1359,SAMPIERI - CRODA ALVARO,1FIQ5/302,1300,1359,13:00,13:59
38348,IAMS 259,T.C.y Ahorro de Energia con La,OO1,A,1300-1359,SAMPIERI - CRODA ALVARO,1FIQ5/302,1300,1359,13:00,13:59
38348,IAMS 259,T.C.y Ahorro de Energia con La,OO1,M,1300-1359,SAMPIERI - CRODA ALVARO,1FIQ5/302,1300,1359,13:00,13:59
38348,IAMS 259,T.C.y Ahorro de Energia con La,OO1,J,1300-1359,SAMPIERI - CRODA ALVARO,1FIQ5/302,1300,1359,13:00,13:59
38350,IAMS 259,T.C.y Ahorro de Energia con La,OO2,L,1100-1159,PEREZ - OSORIO GABRIELA,1FIQ5/302,1100,1159,11:00,11:59
38350,IAMS 259,T.C.y Ahorro de Energia con La,OO2,A,1100-1159,PEREZ - OSORIO GABRIELA,1FIQ5/302,1100,1159,11:00,11:59
38350,IAMS 259,T.C.y Ahorro de Energia con La,OO2,M,1100-1159,PEREZ - OSORIO GABRIELA,1FIQ5/302,1100,1159,11:00,11:59
38350,IAMS 259,T.C.y Ahorro de Energia con La,OO2,J,1100-1159,PEREZ - OSORIO GABRIELA,1FIQ5/302,1100,1159,11:00,11:59
40785,IAMS 001,Toxicologia Ambiental,OO1,J,1000-1059,CARREON - HERRERA NAYELI ITZELL,12EMA7/205,1000,1059,10:00,10:59
40785,IAMS 001,Toxicologia Ambiental,OO1,V,1000-1159,CARREON - HERRERA NAYELI ITZELL,12EMA7/206,1000,1159,10:00,11:59
38351,IAMS 260,Tratamiento de Aguas Residuales,OO1,L,1600-1659,LAUG - GARCIA CLAUDIA BEATRIZ,1FIQ2/202,1600,1659,16:00,16:59
38351,IAMS 260,Tratamiento de Aguas Residuales,OO1,A,1600-1659,LAUG - GARCIA CLAUDIA BEATRIZ,1FIQ2/202,1600,1659,16:00,16:59
38351,IAMS 260,Tratamiento de Aguas Residuales,OO1,M,1600-1659,LAUG - GARCIA CLAUDIA BEATRIZ,1FIQ2/202,1600,1659,16:00,16:59
38351,IAMS 260,Tratamiento de Aguas Residuales,OO1,J,1600-1659,LAUG - GARCIA CLAUDIA BEATRIZ,1FIQ2/202,1600,1659,16:00,16:59
38353,IAMS 260,Tratamiento de Aguas Residuales,OO2,A,1200-1259,PEREZ - OSORIO GABRIELA,1FIQ7/201,1200,1259,12:00,12:59
38353,IAMS 260,Tratamiento de Aguas Residuales,OO2,M,1200-1259,PEREZ - OSORIO GABRIELA,1FIQ7/201,1200,1259,12:00,12:59
38353,IAMS 260,Tratamiento de Aguas Residuales,OO2,J,1200-1259,PEREZ - OSORIO GABRIELA,1FIQ7/201,1200,1259,12:00,12:59
38353,IAMS 260,Tratamiento de Aguas Residuales,OO2,V,1200-1259,PEREZ - OSORIO GABRIELA,1FIQ7/201,1200,1259,12:00,12:59
